Tienda,Dirección,Ciudad,Estado,latitude,longitude
Cactus,"Carretera Rio Verde S/N, Quintas De La Hacienda",Soledad De Graciano Sánchez,San Luis Potosí,,
Ricardo B Anaya,"Antonio Nieto N° 95, Rancho La Libertad",Soledad De Graciano Sánchez,San Luis Potosí,,
Tamazunchale,Carretera A San Martin Km. 1,Tamazunchale,San Luis Potosí,,
Tamuin,Libertado N° 401,Tamuin,San Luis Potosí,,
,Calzada Aeropuerto Poniente N° 7235,Aeropuerto Zapata,Sinaloa,,
Mochis Sur,Blvd. Antonio Rosales Sur Y Blvd Centenario #985,Ahome,Sinaloa,,
Alamos,"Boulevard Pedro Anaya S/N, Alamos Country",Ahome,Sinaloa,,
Real De Villa,"Boulevard Pedro Anaya S/N, Real De Villa",Ahome,Sinaloa,,
Las Cerezas,"Boulevard Pedro Anaya S/N, Las Cerezas",Ahome,Sinaloa,,
Toledo Corro,"Avenida Bienestar S/N, Antonio Toledo Corro",Ahome,Sinaloa,,
Diamante,"Boulevard Río Fuerte Nº 1903, Fracc. Viñedos Residencial",Ahome,Sinaloa,,
Avenida Jiquilpan,"Boulevard Jiquilpan S/N, Los Sauces",Ahome,Sinaloa,,
Los Mochis,"Blvd. Jiquilpan 1112, Colonia Jardines De Fatima",Ahome,Sinaloa,,
Los Mochis,Blvd. Jiquilpan S/N,Ahome,Sinaloa,25.8028983,-108.9885856
Los Mochis,Blvd. Jiquilpan Y Rosales 1112 Pte Jardines De Fatima,Ahome,Sinaloa,,
Nuevo Horizonte,"Boulevard Oscar Aguilar Pereira N° 745 Sur, Fraccionamiento Nuevo Horizonte",Ahome,Sinaloa,,
Blvd. Centenario Mochis,"Boulevard Centenario N° 54 Poniente, Vivienda Popular",Ahome,Sinaloa,,
,Boulevard Paseos De Los Ganaderos No 2320 Poniente,Av. De Las Torres Culiacán,Sinaloa,,
,Av. Aztlan N° 3802-Sur,Barrancos,Sinaloa,,
,Boulevard Centenario S/N,Blvd. Zacatecas,Sinaloa,,
,Av. Patria Sur N° 3558,Central De Abastos,Sinaloa,,
Culiacan,Av. Regional #1330 V Etapa Plan Parcial Proyecto 3 Ríos Culiacán Sinaloa,Culiacan,Sinaloa,,
Culiacan,"Boulevar Rotarismo 1330, Colonia Desarrollo Urbano Tres Rios",Culiacan,Sinaloa,,
México 68,Av. Alvaro Obregón No. 2861 Fracc. Montebello,Culiacan,Sinaloa,,
Mexico 68,Av. Gral Alvaro Obregon No. 2891 Sur Fracc. Montebello,Culiacan,Sinaloa,,
Culiacán,Ave. Regional No.1330 Desarrollo Urbano Tres Rios,Culiacan,Sinaloa,,
La Isla,Av. Tachichilte Norte No. 1233,Culiacán,Sinaloa,,
San Luis,"Av. Ramón Lopez Velarde N° 4388 Sur, Fraccionamiento Privadas De La Estancia",Culiacán,Sinaloa,,
Praderas Del Rey,"Boulevard Elbert N° 3941, Fraccionamiento Universidad 94 Ii",Culiacán,Sinaloa,,
Alvaro Obregón,"Av. Alvaro Obregón N° 43, Lombardo Toledano",Culiacán,Sinaloa,24.8529989,-107.3938096
Cosmos,"Av. Cosmos N° 3446, Rosario Uzarraga",Culiacán,Sinaloa,,
Natividad Macías,"Av. Constitución Nº 5770, Rincón Del Parque",Culiacán,Sinaloa,,
Ejército De Occidente,"Boulervard De La Marina S/N, Villa Del Sol",Culiacán,Sinaloa,,
Eulogio Parra,"General Eulogio Parra N° 3021, 21 De Marzo",Culiacán,Sinaloa,,
Galaxia,"Justicia Social N° 1657, Solidaridad",Culiacán,Sinaloa,,
Brisas De Humaya,"Benz Karl S/N, Pedregal De Humaya",Culiacán,Sinaloa,,
Los Angeles,"Boulevard Del Lago N° 5141, Zona Dorada Ii Coto I",Culiacán,Sinaloa,,
,Av Manuel G Clouthier 4456 Col El Conchi,El Conchi,Sinaloa,,
El Fuerte,Av. Alvaro Obregon,El Fuerte,Sinaloa,,
Escuinapa,5 De Mayo #70,Escuinapa,Sinaloa,,
,Blvd. Enrique Sánchez Alonso # 2402 Nte.,Estadio,Sinaloa,,
,Boulevard Francisco Labastida Ochoa S/N,Guamúchil,Sinaloa,25.4592673,-108.0755399
Guasave,Paseo A Miguel Leysón Pérez S/N,Guasave,Sinaloa,,
,Macario Gaxiola No. 1565 Sur Fracc. Alamos,Hospital Gral.,Sinaloa,,
Bosques Del Pedregal,"Heriberto Valdez N° 2540, Bosques Del Pedregal",Los Mochis,Sinaloa,,
Mazatlán,"Calle Reforma 2206, Colonia Alameda",Mazatlan,Sinaloa,,
Marina Mazatlán,Avenida Marina Mazatlan No. 6023,Mazatlan,Sinaloa,,
Ejercito Mexicano,Carretera Internacional No. 2017,Mazatlan,Sinaloa,23.245813,-106.4210872
Marina Mazatlan,Av. Marina Mazatlan No. 6105,Mazatlan,Sinaloa,,
Mazatlán,Av. Reforma No. 2150 Fracc. Alameda,Mazatlan,Sinaloa,,
Samuel Salazar,"Boulevard Libramiento Playas S/N, Francisco Villa",Mazatlán,Sinaloa,,
,Carretera Colosio M. Luis Donaldo S/N,Mazatlán,Sinaloa,,
Estero,"Av. Insurgentes S/N, Benito Juarez",Mazatlán,Sinaloa,23.2329629,-106.4082451
Infonavit Jabalines,"Independencia S/N, Olimpica",Mazatlán,Sinaloa,,
Gardenia,"Av. Azalea N° 4907, Ricardo Flores Magon Ampliacion",Mazatlán,Sinaloa,,
Nájera,"Av. Manuel Gutiérrez Nájera S/N, Centro",Mazatlán,Sinaloa,,
Playa Azul,"Av. Miguel Aleman N° 501, Centro",Mazatlán,Sinaloa,,
Las Tinajas,"Francisco I Madero S/N, Valle Del Ejido",Mazatlán,Sinaloa,23.2825052,-106.3974742
Venados,"Av. De Los Venados Manzana 416 Del Cuartel 29, Venadillo",Mazatlán,Sinaloa,,
Joaquín Escobar,"Av. Walamo S/N, Villa De Las Flores",Mazatlán,Sinaloa,,
Av. Santa Ana,"Av. Santa Ana S/N, Santa Fe",Mazatlán,Sinaloa,,
,Carretera Internacional Al Sur No. 7073,Monumento A Colosio,Sinaloa,,
,Boulevard Jorge Almada S/N,Navolato,Sinaloa,,
Villa Juárez,Carretera La 20 Km 9.5 No. 764 Oriente,Navolato,Sinaloa,,
,Boulevard Francisco I Madero N° 4120,Salida A Sanalona,Sinaloa,,
,Carr. Agua Prieta-Janos S/N,Agua Prieta,Sonora,,
,5 De Febrero No. 3300 Sur Fracc. Reforma,Bourloug,Sonora,,
,Tercera Y Cuarta S/N,Caborca,Sonora,,
Cd. Obregon,Carretera Internacional No. 1073 Fracc. Real Del Sol Municipio Municipio De Cajeme,Cajeme,Sonora,,
Carretera Internacional,Sufragio Efectivo # 901 Sur,Cajeme,Sonora,,
Cd. Obregon,Calle 5 De Febrero No. 1074 Norte,Cajeme,Sonora,,
Lázaro Gutiérrez,Boulevard Lázaro Gutiérrez De Lara S/N,Cananea,Sonora,,
Cd.Obregon,"Cananea S/N, Colonia Real De Sol",Ciudad Obregón,Sonora,,
,Blvd. Camino Del Seri S/N,El Seri,Sonora,,
Sonoyta,Boulevard Francisco Eusebio Kino No. 52,General Plutarco Elias Calles,Sonora,31.865357,-112.8466342
Guaymas,Carretera Internacional Mexico-Nogales Km 1982 #1400,Guaymas,Sonora,,
Guaymas,Carr. Int. Mexico-Nogales Km 1982 N° 1400,Guaymas,Sonora,,
Blvd. Colosio,Blvd. Luis Donaldo Colosio # 867,Hermosillo,Sonora,,
Hermosillo,Paseo Río Sonora Sur No. 37 L-A Fracc. Proyecto Río Sonora,Hermosillo,Sonora,,
La Doce,Carretera A Bahía De Kino No. 84,Hermosillo,Sonora,,
Blvd. Morelos,Boulevard José María Morelos No. 355,Hermosillo,Sonora,,
Solidaridad,Blvd. Solidaridad Y Av. Tecnololgico #116,Hermosillo,Sonora,,
Hermosillo,"Av. Solidaridad Paseo Del Rio Sonora 37L-A, Colonia N",Hermosillo,Sonora,,
Blvd. Morelos,Blvd. Morelos #710,Hermosillo,Sonora,29.1448709,-110.9529629
Hermosillo,Paseo Rio Sonora S/N,Hermosillo,Sonora,29.0695551,-111.0137765
,Blvd. Juan Bautista Escalante No. 824,Hermosillo Norte,Sonora,,
,Boulevard Antonio Quiroga S/N,Hermosillo Oriente,Sonora,,
Huatabampo,Allende S/N,Huatabampo,Sonora,,
Magdalena De Kino,Dr. Ernesto Rivera Magallon S/N,Magdalena,Sonora,,
,General Ignacio Pesquería S/N,Navojoa,Sonora,,
General Pesqueira,Blvd. Centenario #117,Navojoa,Sonora,27.0706024,-109.4795845
"Nogales ""El Greco""",Boulevard El Greco No.47,Nogales,Sonora,31.2893484,-110.9499219
,Chimeneas No. 320,Nogales,Sonora,31.2889267,-110.9616894
Nogales,Blvd. Luis Donaldo Colosio # 2770,Nogales,Sonora,,
,Av. Guerrero Y Michoacán S/N,Obregon Poniente,Sonora,,
,Periférico Poniente No. 2,Periférico Sur,Sonora,,
,Boulevard Benito Juárez S/N,Puerto Peñasco,Sonora,,
Puerto Peñasco,Blvd. Benito Juarez S/N,Puerto Peñasco,Sonora,,
,Av. Rodolfo Elias Calles S/N Lote 2 Manzana 1,Rodolfo Elias Calles,Sonora,,
,Blvd. Ignacio Salazar No. 772,Sahuaro,Sonora,,
,Av. Obregon N° 1500.,San Luís Río Colorado,Sonora,,
Santa Ana,Anaya No. 310,Santa Ana,Sonora,30.5492784,-111.1195452
Zaragoza,Independencia S/N,Ario,Tabasco,,
Balancán,Av. Gregorio Mendez S/N,Balancan,Tabasco,,
,Av. Lázaro Cárdenas No. 5,Cardenas,Tabasco,,
Cárdenas,Periferico Sur Carlos A. Molina # 2,Cardenas,Tabasco,,
,Carretera Villahermosa - Nacajuca No. 1,Carretera De Nacajuca,Tabasco,,
Tabasco 2000,Prol. Anillo Periferico Carlos Pellicer Camara No. 701 Calle:Carrizal A 100 Mts De Sam´S Club,Centro,Tabasco,,
Villa Parrilla,Carretera Villahermosa Teapa C/N,Centro,Tabasco,,
Cd. Deportiva,Prol. Quintin Arauz Carrillo Casi,Centro,Tabasco,,
Blvd. Ruiz Cortinez,Blvd. Adolfo Ruíz Cortinez No. 1450,Centro,Tabasco,,
Villahermosa I,Blvd. Adolfo Ruiz Cortinez 496,Centro,Tabasco,,
Villahermosa,"Av Ruiz Cortines , Colonia Carrozal",Centro,Tabasco,,
Villahermosa Guayabal,Prol. Paseo Usumacinta No. 409,Centro,Tabasco,,
Universidad,Av. Universidad No. 224,Centro,Tabasco,18.0108084,-92.92036
Villahermosa Carrizal,Anillo Periférico,Centro,Tabasco,,
,Prolongación Av. Universidad No. 634,Ciudad Industrial,Tabasco,,
,Prolongación Ignacio López Rayón,Comalcalco,Tabasco,,
Cunduacán,Anillo Periferico N° 50,Cunduacan,Tabasco,,
Huimanguillo,Ignacio Gutiérrez S/N,Huimanguillo,Tabasco,,
,Carretera Jalpa-Nacajuca S/N,Jalpa De Méndez,Tabasco,18.1797222,-93.0385566
Benito Juárez,Carretera Villahermosa Ciudad Pemex S/N,Macuspana,Tabasco,,
,Boulevard Manuel Antonio Romero Zurita S/N,Paraíso,Tabasco,,
,Prolongación Paseo Usumacinta No. 409 El Guayabal Villahermosa Tabasco,Periferico Sur,Tabasco,,
,Reforma S/N,Reforma Macuspana,Tabasco,,
Teapa,Blvd Francisco Trujillo Gurria N° 161,Teapa,Tabasco,,
Tenosique De Pino Suárez,Calle 45 N° 16.,Tenosique,Tabasco,17.4721371,-91.4295632
Real Del Parque,"Gregorio Méndez Magaña N° 503, Punta Brava",Villahermosa,Tabasco,,
Nuevo Tabasco,"Prolongación Independencia N° 826-A, Miguel Hidalgo",Villahermosa,Tabasco,,
Gaviotas Sur,"Av. Aqules Calderon Marchena N° 1101-A, Gaviotas Sur",Villahermosa,Tabasco,,
Palmitas,"Av. Adolfo Ruiz Cortinez N° 2603, Atasta La Sierra",Villahermosa,Tabasco,,
Galerías,"Avenida Prolongación 27 De Febrero 3016, Tabasco 200",Villahermosa,Tabasco,,
Aldama,Pedro Jose Mendez N° 415,Aldama,Tamaulipas,,
,Boulevard Puerto Industrial No.250,Altamira Centro,Tamaulipas,,
Cd. Madero,Blvd. Adolfo Lopez Mateos No. 301,Ciudad Madero,Tamaulipas,22.2718499,-97.8497318
Diaz Ordaz,Av. Gustavo Díaz Ordaz No. 100,Gustavo Diaz Ordaz,Tamaulipas,26.2308736,-98.5987428
,Calle Las Fuentes No. 117 Lotes 15 A 20 Manzana 24 Calle 19 Y Calle 20,Las Fuentes,Tamaulipas,,
,Av. Lauro Villar Km 6 Y Camino Real No. 1784,Lauro Villar,Tamaulipas,,
,Boulevard Luis Echeverria N°701,Luis Echeverria,Tamaulipas,,
Matamoros,Blvd. Manuel Cavazos Lerma No. 85,Matamoros,Tamaulipas,,
Matamoros,Av. Pedro Cardenas No. 4995 Km 2.5 Carretera Cd. Victoria,Matamoros,Tamaulipas,,
Miguel Alemán,Boulevard Miguel Alemán No. 1111,Miguel Aleman,Tamaulipas,,
,Av. Monterrey N° 201.,Multiplaza Real,Tamaulipas,,
Ave. Reforma,Reforma #5601 Fracc Centro Comercial Reforma,Nuevo Laredo,Tamaulipas,,
El Pasito,Carretera A Monterrey Km 102 Blvd. Hidalgo S/N,Reynosa,Tamaulipas,,
Villa Florida,"Av. Jacarandas Sur N° 371, Villa Florida",Reynosa,Tamaulipas,,
Punta Arenas,"Punta Arenas S/N, Fraccionamiento Puerta Del Sol",Reynosa,Tamaulipas,,
Paraíso Reynosa,"Av. Del Paraíso S/N, San Valentín",Reynosa,Tamaulipas,,
La Cima,"Everest S/N, La Cima",Reynosa,Tamaulipas,,
Industrial Del Norte,"Av. De Las Lomas S/N Manzana 38 Y 39, Real De Jarachina",Reynosa,Tamaulipas,,
Reynosa Bugambilias,"Av. De Las Bugambilias N° 18-B, Manzana 120, Bugambilias",Reynosa,Tamaulipas,,
,Av. Río De La Plata No. 201,Reynosa,Tamaulipas,,
Reynosa,Blvd. Hidalgo No 1935,Reynosa,Tamaulipas,,
,Blvd. Hidalgo S/N,Reynosa Centro,Tamaulipas,,
San Fernando,Ave. Ruiz Cortines No 302,San Fernando,Tamaulipas,,
Aljadores,Av. Hidalgo No. 1302,Tampico,Tamaulipas,22.2611231,-97.8758503
Aeropuerto Tampico,Av. Hidalgo No. 6904,Tampico,Tamaulipas,,
Tampico,Av. Hidalgo No.5100,Tampico,Tamaulipas,,
,Calzada San Pedro No. 127,Tampico,Tamaulipas,22.2866446,-97.8900268
Tampico,"Av. Hidalgo 5100, Colonia Flamboyanes",Tampico,Tamaulipas,,
Tampico,Av. Hidalgo 6112,Tampico,Tamaulipas,22.2884945,-97.873052
,Brecha 120 K-825-375-W No 703,Valle Hermoso,Tamaulipas,,
Victoria Centro,Berriozabal #1810,Victoria,Tamaulipas,23.7410299,-99.1472346
Las Adelitas,Blvd. Adolfo López Mateos No. 150,Victoria,Tamaulipas,23.7531027,-99.1617701
Cd. Victoria,Blvd. Adolfo López Mateos No. 150 Local A,Victoria,Tamaulipas,,
Xicotencatl,Calle Vicente Guerrero No. 406-B,Xicotencatl,Tamaulipas,,
El Molinito,Carretera Apizaco - Puebla No. 3,Apetatitlan De A Carbajal,Tlaxcala,,
Tlaxcala,"Carretera Apizaco-Puebla 3, Colonia Tlatempan",Apetatitlan De Antonio Carbajal,Tlaxcala,,
Calpulalpan,Av. Nezahualcoyotl Sur #19. Barrio El Calvario Calpulalpan Tlaxcala,Calpulalpan,Tlaxcala,,
,Av. Diaz Varela No. 135. Col Centro. Santa Ana Chiautempan. Tlaxcala,Chiautempan,Tlaxcala,,
Contla,Av. Hidalgo N° 111,Contla De Juan Cuamatzi,Tlaxcala,,
,Carretera Federal Apizaco-Tlaxcala No. 254-A Santa Úrsula Zimatepec,Glorieta Apizaco,Tlaxcala,,
Huamantla,Morelos Oriente N° 311,Huamantla,Tlaxcala,,
Papalotla,Carretera Tlaxcala Sur N° 16,Papalotla De Xicohtencatl,Tlaxcala,19.1452185,-98.2225729
San Pablo Del Monte,Calle Pablo Sidar 126,San Pablo Del Monte,Tlaxcala,,
,Julian Carrillo #7 Centro Tlaxcala,Tlaxcala,Tlaxcala,,
El Molinito,Carretera Apizaco-Puebla # 3,Tlaxcala,Tlaxcala,19.3241156,-98.2006934
Tlaxco,Francisco I Madero N° 71,Tlaxco,Tlaxcala,19.5926307,-98.1200588
Zacatelco,Carretera Puebla-Tlaxcala N° 91.,Zacatelco,Tlaxcala,19.2046047,-98.2394106
Agua Dulce,Av. Francisco I. Madero,Agua Dulce,Veracruz,18.1303288,-94.1407621
Altotonga,Guadalupe Victoria No 25,Altotonga,Veracruz,19.696962,-97.2531492
,Av. 11 No. 1510,Av 11 Cordoba,Veracruz,,
Banderilla,Libertad N° 9,Banderilla,Veracruz,19.5885843,-96.939194
Cándido Aguilar,"Candido Aguilar N° 747 Ñpte 9 Y 10, Adalberto Tejeda",Boca Del Río,Veracruz,,
Calle 20,"Graciano Sanchez N° 4, Venustiano Carranza",Boca Del Río,Veracruz,,
Las Vegas,"Av. Rio Nilo S/N Manzan 08, Las Vegas Infonavit",Boca Del Río,Veracruz,,
Manuel Nieto,"Fernando Lopez Arias N° 1140, Primera De Mayo",Boca Del Río,Veracruz,,
Veracruz,"Viveros 196, Colonia Fracc. Jardines De Virginia",Boca Del Río,Veracruz,,
Catemaco,Boulevard Venustiano Carranza N° 7,Catemaco,Veracruz,,
Blvd. Juarez,Boulevard Ing. Abundio Juarez Mendez N° 1,Cerro Azul,Veracruz,,
,Carretera Coatepec-Las Puentes Km 1,Coatepec Sur,Veracruz,,
Coatzacoalcos,"Avenida Universidad 2401, Colonia Rqncho Alegre Ii",Coatzacoalcos,Veracruz,,
Benito Juárez Norte,"Av. Juan Escutia N° 1803, Benito Juárez Norte",Coatzacoalcos,Veracruz,,
Esperanza Azcón,"Nardos N° 300, Esperanza De Azcón De Agosta Lagunes",Coatzacoalcos,Veracruz,,
Paraíso Las Dunas,"Boulevard Puerto México Manzana 37 Lote 1, Paraiso Las Dunas",Coatzacoalcos,Veracruz,,
Ciudad Olmeca,"Boulevard Los Olmecas Nº 5001 Manzana 99, Cd. Olmeca",Coatzacoalcos,Veracruz,,
Coatzacoalcos,"Ignacio Zaragoza N° 604, Centro",Coatzacoalcos,Veracruz,,
El Olvido Villa Allende,"Gutiérrez Zamora Fracción 1 Lote 6, Manzana 56, El Olvido",Coatzacoalcos,Veracruz,,
Playa Sol,"Bernardo Simonin N° 1700, Playa Del Sol",Coatzacoalcos,Veracruz,,
,Av. Universidad Veracruzana No. Km 7 + 100,Coatzacoalcos,Veracruz,,
Coatzintla,Carretera Poza Rica - San Andres N° 1,Coatzintla,Veracruz,20.4779288,-97.4545535
,Carr. Tansismica Minatitlán - Acayucan Km 26 Mas 900 No. 3,Cosoleacaque,Veracruz,,
,Av. Eje 1 Poniente 1942,Coyol,Veracruz,19.1643303,-96.1542193
Cuitláhuac,Avenida 1,Cuitlahuac,Veracruz,18.8165117,-96.7340292
Cafetales De Córdoba,"Calle 10 N° 2818, San Francisco Toxpan",Córdoba,Veracruz,18.9076705,-96.9299826
San Roman,"Camino Al Pueblito N° 8, Betania",Córdoba,Veracruz,,
Santa Isabel Córdoba,"Av. 31 N° 3102, Pueblo Quieto",Córdoba,Veracruz,,
San José,"Avenida 5 N° 813, Centro",Córdoba,Veracruz,18.8916736,-96.9340995
,Av. Salvador Diaz Miron No. 1428,Díaz Mirón,Veracruz,,
,Av. Ejercito Mexicano # 3691,Ejército Mexicano,Veracruz,,
Fortín De Las Flores,Boulevard Cordoba Fortin N° 333,Fortin,Veracruz,18.9003708,-96.9713259
Cordoba,"Boulevard Cordoba-Fortin 4203, Colonia Santa Leticia","Fortin, Ver",Veracruz,,
Gutierrez Zamora Centro,Cementerio S/N,Gutierrez Zamora,Veracruz,,
Huatusco,Avenida 7 Poniente No. 810,Huatusco,Veracruz,19.1475525,-96.9665542
Coscomatepec,Carretera Fortin-Huatusco N° 4,Huatusco,Veracruz,19.1649577,-96.9595277
Isla Veracruz,Av. Salvador Díaz Mirón No. 148 Centro Isla Veracruz Veracruz,Isla Veracruz,Veracruz,,
Ixtaczoquitlán,Poniente 7 N° 2-A,Ixtaczoquitlan,Veracruz,,
Colonia Vasconcelos,"Av. Ramón López Velarde N° 58, José Vasconcelos",Jalapa,Veracruz,,
Camino A Coatepec,"Av. Lázaro Cárdenas N° 95, Benito Juárez",Jalapa,Veracruz,,
Sumidero,"Camino Al Sumidero N° 3, Lomas De Casa Blanca",Jalapa,Veracruz,,
Atenas Veracruzanas,"Av. Atenas Veracruzana N° 105, Revolución",Jalapa,Veracruz,,
Cardel,Venustiano Carranza # 33 Poniente /Martires 7 De Enero Y J Rodriguez Clara,La Antigua,Veracruz,,
Las Choapas,Blvd. Antonio M. Quirazco No. 272 Centro Las Choapas,Las Choapas,Veracruz,,
,Carretera Las Trancas - Coatepec Km 1.2 N° 2,Las Trancas,Veracruz,,
Lerdo De Tejada,Calle Alvaro Obregón No. 217 219 221 225 Y 227,Lerdo De Tejada,Veracruz,,
,Calle: Melchor Ocampo # 803,Martínez De La Torre,Veracruz,20.1376015,-96.9566444
,Calz. De Las Torres # 2,Medellín Ii,Veracruz,,
,Blvd. Institutos Tecnológicos No. 262 Frente A Central De Abastos Nueva Mina Norte,Minatitlán,Veracruz,,
Dante,"Niños Héroes N° 76, Insurgentes Norte",Minatitlán,Veracruz,,
Misantla,Alfonso Arroyo Flores S/N,Misantla,Veracruz,,
"Conchal ,Boca Del Rio","Carret. Federal Boca Del Río - Antón Lizardo Km 3.5 Boulevard Riviera Veracruzana 3500, El Conchal",Municipio Alvarado,Veracruz,,
Naranjos,Av. Justo Sierra N° 61 Y 63.,Naranjos Amatlan,Veracruz,,
,Calle Ote 6 No. 1156 Colonia Centro,Orizaba,Veracruz,,
Clauville,"Av. 2 N° 587, Agrícola Librado Rivera",Orizaba,Veracruz,,
Colonia Espinal,"Oriente 41, N° 1201, Carretera Santa Ana Atzacan Y El Lencero, El Espinal",Orizaba,Veracruz,,
Pánuco,Carretera Pánuco-Tempoal Km. 1 Y Carlos A. Carrillo,Panuco,Veracruz,,
Paso Del Macho,Av. Nacional S/N,Paso Del Macho,Veracruz,,
Perote,Alejandro Von Humbolt Norte N° 48,Perote,Veracruz,,
Playa Vicente,Independencia No. 724,Playa Vicente,Veracruz,17.820575,-95.7052355
Poza Rica,"Carretera Poza Rica Cazones Km. 50 4706, Colonia La Rueda",Poza Rica,Veracruz,,
Pueblo Viejo,Calle Abasolo S/N,Pueblo Viejo,Veracruz,22.1908473,-97.8338099
,Av. Veracruz No. 26,Río Blanco,Veracruz,18.8355107,-97.1503763
,Blvd. 5 De Febrero No. 101,San Andrés Tuxtla,Veracruz,18.4450803,-95.2034304
Santiago Tuxtla,Eneas Rivas Castellanos N° 224,Santiago Tuxtla,Veracruz,18.4619349,-95.3079003
Soledad De Doblado,Av. Javier Mina 104,Soledad De Doblado,Veracruz,,
Tantoyuca,Benito Juarez No. 401,Tantoyuca,Veracruz,21.3608883,-98.2249413
,Av. Calzada Manuel De Jesús Clouthier No. 8902 Fracc . Veracruz Business Park.,Tejeria,Veracruz,,
Álamo,Boulevard Quintana Roo N° 317,Temapache,Veracruz,20.9053229,-97.6797485
Tempoal De Sanchez,Av. Emiliano Zapata No. 123,Tempoal,Veracruz,21.5228918,-98.3890754
Tlapacoyan,Calle Francisco Gonzalez Bocanegra No. 206,Tlapacoyan,Veracruz,19.9666142,-97.2104067
,Carretera Transismica N° 1407.,Transístmica,Veracruz,,
Tres Valles,Avenida Fernando Gutiérrez Barrios No.14 Frac. Del Predio El Zapotal,Tres Valles,Veracruz,,
